y,d,s,c,g,e1n,e1r,e2n,e2r,e3n,e3r,e4n,e4r,e5n,e5r,m1n,m1r,m2n,m2r,m3n,m3r,m4n,m4r,m5n,m5r,s1n,s1r,s2n,s2r,s3n,s3r,s4n,s4r,s5n,s5r,sc1n,sc1r,sc2n,sc2r,sc3n,sc3r,sc4n,sc4r,sc5n,sc5r,epn,epr,spn,spr,mpn,mpr,scpn,scpr
1718,58,1211,Foster,Subgroups,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1718,58,1231,Foster,Subgroups,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1718,58,1241,Foster,Subgroups,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1718,58,1251,Foster,Subgroups,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1718,58,1261,Foster,Subgroups,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1718,58,1271,Foster,Subgroups,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1718,58,1291,Foster,Subgroups,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1718,58,1341,Foster,Subgroups,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1718,58,0000,Female,Gender,1197,9.7,2325,18.9,3162,25.8,3320,27,2274,18.5,1360,11.9,1737,15.3,3360,29.5,2714,23.8,2214,19.4,189,7.1,376,14.2,702,26.5,618,23.4,760,28.7,430,9.5,1000,22.1,1474,32.6,821,18.2,794,17.6,8756,71.3,2080,78.6,8288,72.8,3089,68.4
1718,58,0012,Female,Gender,14,10.8,32,24.6,42,32.3,31,23.8,11,8.5,8,6.2,24,18.6,41,31.8,39,30.2,17,13.2,*,*,*,*,*,*,*,*,*,*,5,10.9,10,21.7,19,41.3,6,13,6,13,84,64.6,*,*,97,75.2,31,67.4
1718,58,0021,Female,Gender,0,0,6,0.8,36,4.9,209,28.4,486,65.9,0,0,0,0,18,2.9,142,22.9,459,74.2,0,0,0,0,5,3.6,17,12.1,118,84.3,0,0,9,3.1,39,13.6,73,25.5,165,57.7,731,99.2,140,100,619,100,277,96.9
1718,58,0031,Female,Gender,28,4.9,70,12.2,120,20.9,176,30.6,181,31.5,34,5.9,52,9,120,20.8,142,24.6,230,39.8,3,1.4,13,6.2,46,21.9,44,21,104,49.5,8,4.1,37,18.9,42,21.4,49,25,60,30.6,477,83,194,92.4,492,85.1,151,77
1718,58,0051,Female,Gender,63,12.4,103,20.2,122,24,148,29.1,73,14.3,70,20.1,63,18.1,140,40.1,46,13.2,30,8.6,17,7.9,35,16.2,79,36.6,52,24.1,33,15.3,9,3.7,48,19.9,112,46.5,40,16.6,32,13.3,343,67.4,164,75.9,216,61.9,184,76.3
1718,58,0071,Female,Gender,10,6.8,26,17.7,48,32.7,46,31.3,17,11.6,9,6.2,27,18.5,39,26.7,50,34.2,21,14.4,*,*,*,*,*,*,*,*,*,*,5,10.2,11,22.4,19,38.8,8,16.3,6,12.2,111,75.5,*,*,110,75.3,33,67.3
1718,58,0074,Female,Gender,67,16.9,94,23.7,91,22.9,92,23.2,53,13.4,64,18,71,19.9,122,34.3,62,17.4,37,10.4,11,7.3,32,21.3,44,29.3,38,25.3,25,16.7,20,12.6,54,34,49,30.8,23,14.5,13,8.2,236,59.4,107,71.3,221,62.1,85,53.5
1718,58,0081,Female,Gender,26,21.5,36,29.8,42,34.7,16,13.2,1,0.8,48,39,40,32.5,25,20.3,8,6.5,2,1.6,0,0,4,20,11,55,4,20,1,5,12,31.6,18,47.4,6,15.8,2,5.3,0,0,59,48.8,16,80,35,28.5,8,21.1
1718,58,0083,Female,Gender,19,4.8,62,15.7,99,25,124,31.3,92,23.2,23,5.8,63,15.9,131,33.1,112,28.3,67,16.9,0,0,6,4.4,19,14.1,42,31.1,68,50.4,6,4.3,31,22.3,46,33.1,38,27.3,18,12.9,315,79.5,129,95.6,310,78.3,102,73.4
1718,58,0084,Female,Gender,80,20.8,114,29.6,86,22.3,68,17.7,37,9.6,64,16.8,62,16.3,138,36.2,83,21.8,34,8.9,8,7,28,24.3,31,27,23,20,25,21.7,33,28,35,29.7,26,22,14,11.9,10,8.5,191,49.6,79,68.7,255,66.9,50,42.4
1718,58,0085,Female,Gender,52,18.5,68,24.2,62,22.1,68,24.2,31,11,86,37.7,37,16.2,75,32.9,20,8.8,10,4.4,21,16.9,20,16.1,34,27.4,29,23.4,20,16.1,11,9.2,27,22.7,58,48.7,12,10.1,11,9.2,161,57.3,83,66.9,105,46.1,81,68.1
1718,58,0090,Female,Gender,17,8.8,40,20.7,54,28,55,28.5,27,14,38,19.7,42,21.8,69,35.8,33,17.1,11,5.7,2,4.7,5,11.6,9,20.9,13,30.2,14,32.6,3,4.7,18,28.1,20,31.3,18,28.1,5,7.8,136,70.5,36,83.7,113,58.5,43,67.2
1718,58,0100,Female,Gender,6,3.8,16,10.1,52,32.7,60,37.7,25,15.7,13,8.2,32,20.1,47,29.6,48,30.2,19,11.9,*,*,*,*,*,*,*,*,*,*,0,0,7,17.5,21,52.5,7,17.5,5,12.5,137,86.2,*,*,114,71.7,33,82.5
1718,58,0101,Female,Gender,26,17.1,33,21.7,47,30.9,34,22.4,12,7.9,27,17.9,26,17.2,54,35.8,30,19.9,14,9.3,*,*,*,*,*,*,*,*,*,*,9,17.3,8,15.4,18,34.6,6,11.5,11,21.2,93,61.2,*,*,98,64.9,35,67.3
1718,58,0102,Female,Gender,8,5.8,25,18.2,43,31.4,34,24.8,27,19.7,4,2.9,17,12.5,36,26.5,52,38.2,27,19.9,1,2.2,5,10.9,3,6.5,13,28.3,24,52.2,2,3.6,18,32.7,17,30.9,12,21.8,6,10.9,104,75.9,40,87,115,84.6,35,63.6
1718,58,0103,Female,Gender,36,10.2,80,22.7,96,27.3,87,24.7,53,15.1,53,16.8,71,22.5,99,31.4,62,19.7,30,9.5,3,4.1,12,16.4,22,30.1,18,24.7,18,24.7,12,8.8,44,32.4,46,33.8,17,12.5,17,12.5,236,67,58,79.5,191,60.6,80,58.8
1718,58,0106,Female,Gender,12,8.6,35,25.2,44,31.7,30,21.6,18,12.9,26,19,22,16.1,29,21.2,31,22.6,29,21.2,*,*,*,*,*,*,*,*,*,*,11,23.4,14,29.8,14,29.8,4,8.5,4,8.5,92,66.2,*,*,89,65,22,46.8
1718,58,0110,Female,Gender,9,11,16,19.5,23,28,16,19.5,18,22,6,7.4,16,19.8,27,33.3,23,28.4,9,11.1,1,3.1,3,9.4,6,18.8,7,21.9,15,46.9,2,5.7,8,22.9,8,22.9,4,11.4,13,37.1,57,69.5,28,87.5,59,72.8,25,71.4
1718,58,0111,Female,Gender,44,14.1,68,21.9,82,26.4,64,20.6,53,17,30,9.6,45,14.4,77,24.7,75,24,85,27.2,12,16,14,18.7,20,26.7,15,20,14,18.7,19,16.8,25,22.1,33,29.2,22,19.5,14,12.4,199,64,49,65.3,237,76,69,61.1
1718,58,0113,Female,Gender,10,10.4,21,21.9,30,31.3,26,27.1,9,9.4,10,10.4,13,13.5,36,37.5,24,25,13,13.5,0,0,3,13,7,30.4,9,39.1,4,17.4,3,8.8,9,26.5,13,38.2,6,17.6,3,8.8,65,67.7,20,87,73,76,22,64.7
1718,58,0117,Female,Gender,7,8,15,17,31,35.2,25,28.4,10,11.4,6,7,20,23.3,27,31.4,25,29.1,8,9.3,1,6.3,2,12.5,3,18.8,7,43.8,3,18.8,1,6.3,6,37.5,6,37.5,2,12.5,1,6.3,66,75,13,81.3,60,69.8,9,56.3
1718,58,0121,Female,Gender,4,3,22,16.7,43,32.6,40,30.3,23,17.4,10,7.6,12,9.1,36,27.3,47,35.6,27,20.5,*,*,*,*,*,*,*,*,*,*,1,2.6,10,25.6,15,38.5,5,12.8,8,20.5,106,80.3,*,*,110,83.3,28,71.8
1718,58,0131,Female,Gender,9,6.1,38,25.7,50,33.8,34,23,17,11.5,11,7.4,32,21.6,43,29.1,40,27,22,14.9,*,*,*,*,*,*,*,*,*,*,8,13.8,13,22.4,17,29.3,11,19,9,15.5,101,68.2,*,*,105,70.9,37,63.8
1718,58,0141,Female,Gender,51,15.7,86,26.5,76,23.5,76,23.5,35,10.8,35,11.1,50,15.8,122,38.6,74,23.4,35,11.1,20,27.8,18,25,18,25,9,12.5,7,9.7,23,21.9,28,26.7,24,22.9,17,16.2,13,12.4,187,57.7,34,47.2,231,73.1,54,51.4
1718,58,0171,Female,Gender,10,5.5,30,16.4,55,30.1,54,29.5,34,18.6,7,3.8,23,12.6,55,30.1,57,31.1,41,22.4,*,*,*,*,*,*,*,*,*,*,5,8.1,15,24.2,17,27.4,14,22.6,11,17.7,143,78.1,*,*,153,83.6,42,67.7
1718,58,0181,Female,Gender,54,8.9,91,14.9,124,20.3,208,34.1,133,21.8,51,12.1,38,9,162,38.5,91,21.6,79,18.8,14,6,40,17.2,76,32.8,59,25.4,43,18.5,12,4.2,42,14.6,114,39.6,65,22.6,55,19.1,465,76.2,178,76.7,332,78.9,234,81.3
1718,58,0191,Female,Gender,7,3.6,14,7.3,51,26.6,76,39.6,44,22.9,8,4.2,27,14.1,56,29.2,59,30.7,42,21.9,*,*,*,*,*,*,*,*,*,*,2,2.7,11,14.9,27,36.5,20,27,14,18.9,171,89.1,*,*,157,81.8,61,82.4
1718,58,0201,Female,Gender,29,17.3,45,26.8,53,31.5,30,17.9,11,6.5,24,14.3,39,23.2,54,32.1,36,21.4,15,8.9,*,*,*,*,*,*,*,*,*,*,10,17.5,14,24.6,16,28.1,10,17.5,7,12.3,94,56,*,*,105,62.5,33,57.9
1718,58,0211,Female,Gender,8,5.9,20,14.7,51,37.5,35,25.7,22,16.2,10,7.4,14,10.3,49,36,40,29.4,23,16.9,*,*,*,*,*,*,*,*,*,*,6,11.3,12,22.6,22,41.5,3,5.7,10,18.9,108,79.4,*,*,112,82.4,35,66
1718,58,0221,Female,Gender,29,6.1,70,14.8,140,29.6,160,33.8,74,15.6,27,8.2,26,7.9,117,35.3,107,32.3,54,16.3,9,3.8,22,9.3,63,26.6,73,30.8,70,29.5,3,1.5,28,13.9,92,45.8,46,22.9,32,15.9,374,79.1,206,86.9,278,84,170,84.6
1718,58,0261,Female,Gender,32,21.3,51,34,37,24.7,19,12.7,11,7.3,39,26.4,32,21.6,35,23.6,30,20.3,12,8.1,*,*,*,*,*,*,*,*,*,*,18,38.3,12,25.5,13,27.7,3,6.4,1,2.1,67,44.7,*,*,77,52,17,36.2
1718,58,0271,Female,Gender,7,5,21,14.9,51,36.2,44,31.2,18,12.8,14,9.9,33,23.4,49,34.8,26,18.4,19,13.5,*,*,*,*,*,*,*,*,*,*,9,17.3,13,25,20,38.5,8,15.4,2,3.8,113,80.1,*,*,94,66.7,30,57.7
1718,58,0291,Female,Gender,21,20.4,28,27.2,27,26.2,19,18.4,8,7.8,23,22.5,25,24.5,26,25.5,20,19.6,8,7.8,*,*,*,*,*,*,*,*,*,*,6,17.1,12,34.3,14,40,3,8.6,0,0,54,52.4,*,*,54,52.9,17,48.6
1718,58,0293,Female,Gender,10,34.5,8,27.6,9,31,2,6.9,0,0,16,40,15,37.5,7,17.5,2,5,0,0,*,*,*,*,*,*,*,*,*,*,5,31.3,8,50,2,12.5,1,6.3,0,0,11,37.9,*,*,9,22.5,3,18.8
1718,58,0294,Female,Gender,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1718,58,0301,Female,Gender,9,3.6,30,12.1,76,30.6,75,30.2,58,23.4,6,2.4,12,4.8,61,24.6,112,45.2,57,23,*,*,*,*,*,*,*,*,*,*,2,2.7,15,20,28,37.3,17,22.7,13,17.3,209,84.3,*,*,230,92.7,58,77.3
1718,58,0381,Female,Gender,16,12.3,27,20.8,38,29.2,39,30,10,7.7,18,13.8,24,18.5,42,32.3,30,23.1,16,12.3,*,*,*,*,*,*,*,*,*,*,6,11.8,10,19.6,23,45.1,8,15.7,4,7.8,87,66.9,*,*,88,67.7,35,68.6
1718,58,0451,Female,Gender,38,12.9,51,17.3,81,27.5,73,24.7,52,17.6,24,8.1,49,16.6,76,25.7,87,29.4,60,20.3,9,11,7,8.5,22,26.8,16,19.5,28,34.1,11,10.8,29,28.4,22,21.6,19,18.6,21,20.6,206,69.8,66,80.5,223,75.3,62,60.8
1718,58,0461,Female,Gender,25,15.2,49,29.9,41,25,32,19.5,17,10.4,39,23.8,29,17.7,49,29.9,33,20.1,14,8.5,*,*,*,*,*,*,*,*,*,*,6,10.3,12,20.7,17,29.3,15,25.9,8,13.8,90,54.9,*,*,96,58.5,40,69
1718,58,0471,Female,Gender,10,7.3,12,8.8,40,29.2,38,27.7,37,27,5,3.6,8,5.8,34,24.8,36,26.3,54,39.4,*,*,*,*,*,*,*,*,*,*,1,2.3,3,6.8,10,22.7,14,31.8,16,36.4,115,83.9,*,*,124,90.5,40,90.9
1718,58,0491,Female,Gender,8,4.6,21,12.1,44,25.4,57,32.9,43,24.9,13,7.5,23,13.3,46,26.6,49,28.3,42,24.3,*,*,*,*,*,*,*,*,*,*,7,11.5,13,21.3,17,27.9,11,18,13,21.3,144,83.2,*,*,137,79.2,41,67.2
1718,58,0501,Female,Gender,21,18.1,49,42.2,26,22.4,18,15.5,2,1.7,38,32.8,29,25,31,26.7,13,11.2,5,4.3,*,*,*,*,*,*,*,*,*,*,8,30.8,5,19.2,11,42.3,1,3.8,1,3.8,46,39.7,*,*,49,42.2,13,50
1718,58,1211,Female,Gender,15,4.2,45,12.6,95,26.6,124,34.7,78,21.8,23,6.4,39,10.9,94,26.3,109,30.5,92,25.8,1,1.4,5,7.2,7,10.1,24,34.8,32,46.4,5,4.1,24,19.8,40,33.1,29,24,23,19,297,83.2,63,91.3,295,82.6,92,76
1718,58,1231,Female,Gender,12,7.3,38,23,53,32.1,41,24.8,21,12.7,15,9.1,27,16.4,53,32.1,48,29.1,22,13.3,*,*,*,*,*,*,*,*,*,*,5,10.2,15,30.6,17,34.7,9,18.4,3,6.1,115,69.7,*,*,123,74.5,29,59.2
1718,58,1241,Female,Gender,20,11.6,39,22.5,56,32.4,49,28.3,9,5.2,25,14.5,35,20.2,60,34.7,39,22.5,14,8.1,*,*,*,*,*,*,*,*,*,*,7,11.5,17,27.9,22,36.1,8,13.1,7,11.5,114,65.9,*,*,113,65.3,37,60.7
1718,58,1251,Female,Gender,69,12.4,134,24.1,149,26.8,145,26.1,59,10.6,87,19.3,83,18.4,192,42.7,59,13.1,29,6.4,27,11.8,54,23.7,79,34.6,44,19.3,24,10.5,21,8.2,63,24.6,111,43.4,25,9.8,36,14.1,353,63.5,147,64.5,280,62.2,172,67.2
1718,58,1261,Female,Gender,45,12,97,25.9,95,25.4,95,25.4,42,11.2,42,11.3,77,20.6,95,25.5,88,23.6,71,19,9,9,18,18,33,33,21,21,19,19,32,29.1,29,26.4,22,20,18,16.4,9,8.2,232,62,73,73,254,68.1,49,44.5
1718,58,1271,Female,Gender,7,4.5,26,16.6,50,31.8,49,31.2,25,15.9,14,8.9,26,16.6,42,26.8,44,28,31,19.7,*,*,*,*,*,*,*,*,*,*,3,5.7,9,17,16,30.2,10,18.9,15,28.3,124,79,*,*,117,74.5,41,77.4
1718,58,1282,Female,Gender,4,2.4,33,19.9,59,35.5,37,22.3,33,19.9,12,7.2,24,14.5,41,24.7,54,32.5,35,21.1,*,*,*,*,*,*,*,*,*,*,2,4,15,30,15,30,8,16,10,20,129,77.7,*,*,130,78.3,33,66
1718,58,1291,Female,Gender,58,12.7,91,20,128,28.1,118,25.9,61,13.4,59,13,81,17.8,139,30.6,88,19.4,87,19.2,13,10.3,21,16.7,44,34.9,21,16.7,27,21.4,24,14.3,51,30.4,43,25.6,29,17.3,21,12.5,307,67.3,92,73,314,69.2,93,55.4
1718,58,1341,Female,Gender,18,9.7,43,23.2,58,31.4,44,23.8,22,11.9,21,11.4,28,15.1,63,34.1,40,21.6,33,17.8,*,*,*,*,*,*,*,*,*,*,9,13.2,15,22.1,12,17.6,20,29.4,12,17.6,124,67,*,*,136,73.5,44,64.7
1718,58,1391,Female,Gender,2,1.8,14,12.7,27,24.5,43,39.1,24,21.8,8,9.4,8,9.4,37,43.5,20,23.5,12,14.1,1,2,4,7.8,11,21.6,14,27.5,21,41.2,0,0,4,6.9,30,51.7,7,12.1,17,29.3,94,85.5,46,90.2,69,81.2,54,93.1
1718,58,0000,English Language Learners,Subgroups,564,26.1,689,31.9,540,25,289,13.4,75,3.5,448,21.4,481,22.9,628,29.9,345,16.5,195,9.3,68,23.1,66,22.4,96,32.5,37,12.5,28,9.5,172,25.8,193,29,193,29,72,10.8,36,5.4,904,41.9,161,54.6,1168,55.7,301,45.2
1718,58,0012,English Language Learners,Subgroups,13,13.3,31,31.6,28,28.6,21,21.4,5,5.1,11,11.2,18,18.4,31,31.6,23,23.5,15,15.3,*,*,*,*,*,*,*,*,*,*,3,15,6,30,6,30,4,20,1,5,54,55.1,*,*,69,70.4,11,55
1718,58,0021,English Language Learners,Subgroups,0,0,0,0,1,7.1,10,71.4,3,21.4,0,0,0,0,1,7.1,5,35.7,8,57.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,14,100,*,*,14,100,*,*
1718,58,0031,English Language Learners,Subgroups,15,40.5,10,27,8,21.6,3,8.1,1,2.7,10,27,11,29.7,10,27,5,13.5,1,2.7,1,5.6,5,27.8,8,44.4,3,16.7,1,5.6,2,18.2,5,45.5,2,18.2,2,18.2,0,0,12,32.4,12,66.7,16,43.2,4,36.4
1718,58,0051,English Language Learners,Subgroups,33,47.1,24,34.3,10,14.3,3,4.3,0,0,20,35.1,14,24.6,15,26.3,5,8.8,3,5.3,10,35.7,9,32.1,4,14.3,3,10.7,2,7.1,6,15,11,27.5,18,45,3,7.5,2,5,13,18.6,9,32.1,23,40.4,23,57.5
1718,58,0071,English Language Learners,Subgroups,2,16.7,2,16.7,6,50,2,16.7,0,0,2,16.7,5,41.7,2,16.7,2,16.7,1,8.3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8,66.7,*,*,5,41.7,*,*
1718,58,0074,English Language Learners,Subgroups,40,36.4,47,42.7,17,15.5,6,5.5,0,0,36,35,35,34,25,24.3,3,2.9,4,3.9,2,11.8,5,29.4,10,58.8,0,0,0,0,10,35.7,11,39.3,7,25,0,0,0,0,23,20.9,10,58.8,32,31.1,7,25
1718,58,0081,English Language Learners,Subgroups,16,24.2,24,36.4,21,31.8,5,7.6,0,0,23,34.8,22,33.3,14,21.2,6,9.1,1,1.5,*,*,*,*,*,*,*,*,*,*,9,50,6,33.3,3,16.7,0,0,0,0,26,39.4,*,*,21,31.8,3,16.7
1718,58,0083,English Language Learners,Subgroups,9,25,7,19.4,12,33.3,7,19.4,1,2.8,7,19.4,8,22.2,13,36.1,6,16.7,2,5.6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,20,55.6,*,*,21,58.3,*,*
1718,58,0084,English Language Learners,Subgroups,29,41.4,26,37.1,6,8.6,8,11.4,1,1.4,16,22.9,15,21.4,24,34.3,10,14.3,5,7.1,5,33.3,2,13.3,5,33.3,2,13.3,1,6.7,9,56.3,4,25,1,6.3,1,6.3,1,6.3,15,21.4,8,53.3,39,55.7,3,18.8
1718,58,0085,English Language Learners,Subgroups,19,38,20,40,10,20,1,2,0,0,19,42.2,8,17.8,14,31.1,4,8.9,0,0,6,33.3,7,38.9,3,16.7,2,11.1,0,0,2,20,2,20,5,50,1,10,0,0,11,22,5,27.8,18,40,6,60
1718,58,0090,English Language Learners,Subgroups,0,0,10,58.8,4,23.5,2,11.8,1,5.9,5,29.4,4,23.5,6,35.3,2,11.8,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7,41.2,*,*,8,47.1,*,*
1718,58,0100,English Language Learners,Subgroups,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1718,58,0101,English Language Learners,Subgroups,18,32.1,14,25,13,23.2,10,17.9,1,1.8,12,21.4,17,30.4,19,33.9,5,8.9,3,5.4,*,*,*,*,*,*,*,*,*,*,6,35.3,3,17.6,4,23.5,2,11.8,2,11.8,24,42.9,*,*,27,48.2,8,47.1
1718,58,0102,English Language Learners,Subgroups,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1718,58,0103,English Language Learners,Subgroups,1,4,11,44,10,40,3,12,0,0,5,20,6,24,7,28,3,12,4,16,*,*,*,*,*,*,*,*,*,*,1,9.1,4,36.4,5,45.5,1,9.1,0,0,13,52,*,*,14,56,6,54.5
1718,58,0106,English Language Learners,Subgroups,6,16.2,10,27,12,32.4,5,13.5,4,10.8,5,13.5,9,24.3,14,37.8,3,8.1,6,16.2,*,*,*,*,*,*,*,*,*,*,1,9.1,4,36.4,4,36.4,2,18.2,0,0,21,56.8,*,*,23,62.2,6,54.5
1718,58,0110,English Language Learners,Subgroups,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1718,58,0111,English Language Learners,Subgroups,30,33.7,30,33.7,18,20.2,8,9,3,3.4,16,18,20,22.5,31,34.8,14,15.7,8,9,4,10.5,13,34.2,12,31.6,6,15.8,3,7.9,10,25.6,17,43.6,9,23.1,2,5.1,1,2.6,29,32.6,21,55.3,53,59.6,12,30.8
1718,58,0113,English Language Learners,Subgroups,4,18.2,10,45.5,6,27.3,1,4.5,1,4.5,3,13.6,5,22.7,10,45.5,3,13.6,1,4.5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8,36.4,*,*,14,63.6,*,*
1718,58,0117,English Language Learners,Subgroups,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1718,58,0121,English Language Learners,Subgroups,3,10.7,10,35.7,7,25,5,17.9,3,10.7,4,14.3,8,28.6,4,14.3,7,25,5,17.9,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,15,53.6,*,*,16,57.1,*,*
1718,58,0131,English Language Learners,Subgroups,7,9,24,30.8,31,39.7,14,17.9,2,2.6,7,9,14,17.9,26,33.3,23,29.5,8,10.3,*,*,*,*,*,*,*,*,*,*,4,20,5,25,9,45,1,5,1,5,47,60.3,*,*,57,73.1,11,55
1718,58,0141,English Language Learners,Subgroups,28,37.3,26,34.7,15,20,5,6.7,1,1.3,14,19.2,20,27.4,26,35.6,8,11,5,6.8,10,41.7,5,20.8,8,33.3,0,0,1,4.2,10,43.5,9,39.1,2,8.7,2,8.7,0,0,21,28,9,37.5,39,53.4,4,17.4
1718,58,0171,English Language Learners,Subgroups,3,8.6,10,28.6,12,34.3,7,20,3,8.6,6,17.1,5,14.3,11,31.4,5,14.3,8,22.9,*,*,*,*,*,*,*,*,*,*,2,18.2,2,18.2,2,18.2,1,9.1,4,36.4,22,62.9,*,*,24,68.6,7,63.6
1718,58,0181,English Language Learners,Subgroups,18,31,18,31,12,20.7,8,13.8,2,3.4,10,23.3,7,16.3,15,34.9,5,11.6,6,14,6,30,3,15,5,25,3,15,3,15,1,3.2,11,35.5,9,29,6,19.4,4,12.9,22,37.9,11,55,26,60.5,19,61.3
1718,58,0191,English Language Learners,Subgroups,1,5.6,3,16.7,7,38.9,5,27.8,2,11.1,1,5.6,5,27.8,4,22.2,4,22.2,4,22.2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,14,77.8,*,*,12,66.7,*,*
1718,58,0201,English Language Learners,Subgroups,35,20,50,28.6,57,32.6,26,14.9,7,4,27,15.4,41,23.4,61,34.9,32,18.3,14,8,*,*,*,*,*,*,*,*,*,*,7,20,9,25.7,8,22.9,8,22.9,3,8.6,90,51.4,*,*,107,61.1,19,54.3
1718,58,0211,English Language Learners,Subgroups,3,14.3,8,38.1,7,33.3,2,9.5,1,4.8,2,9.5,1,4.8,11,52.4,6,28.6,1,4.8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,10,47.6,*,*,18,85.7,*,*
1718,58,0221,English Language Learners,Subgroups,4,33.3,2,16.7,4,33.3,1,8.3,1,8.3,3,27.3,1,9.1,6,54.5,0,0,1,9.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,50,*,*,7,63.6,*,*
1718,58,0261,English Language Learners,Subgroups,40,29.9,42,31.3,31,23.1,18,13.4,3,2.2,38,28.4,32,23.9,33,24.6,15,11.2,16,11.9,*,*,*,*,*,*,*,*,*,*,21,42,12,24,11,22,5,10,1,2,52,38.8,*,*,64,47.8,17,34
1718,58,0271,English Language Learners,Subgroups,6,15.8,13,34.2,13,34.2,4,10.5,2,5.3,8,21.1,9,23.7,8,21.1,7,18.4,6,15.8,*,*,*,*,*,*,*,*,*,*,4,36.4,1,9.1,4,36.4,2,18.2,0,0,19,50,*,*,21,55.3,6,54.5
1718,58,0291,English Language Learners,Subgroups,16,28.6,16,28.6,13,23.2,10,17.9,1,1.8,17,30.4,14,25,14,25,8,14.3,3,5.4,*,*,*,*,*,*,*,*,*,*,7,46.7,2,13.3,6,40,0,0,0,0,24,42.9,*,*,25,44.6,6,40
1718,58,0293,English Language Learners,Subgroups,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1718,58,0301,English Language Learners,Subgroups,4,8.5,13,27.7,20,42.6,6,12.8,4,8.5,0,0,4,8.5,13,27.7,20,42.6,10,21.3,*,*,*,*,*,*,*,*,*,*,1,6.7,4,26.7,5,33.3,4,26.7,1,6.7,30,63.8,*,*,43,91.5,10,66.7
1718,58,0381,English Language Learners,Subgroups,2,10.5,9,47.4,3,15.8,5,26.3,0,0,4,21.1,6,31.6,6,31.6,2,10.5,1,5.3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8,42.1,*,*,9,47.4,*,*
