District Name,School Name,Lat,Long,Total Students,Total SWD,e,s,m,sc,te,ts,tm,tsc
MIAMI-DADE,LEEWOOD K-8 CENTER,25.65512,-80.36211,772,78,20,9,20,2,370,74,378,106
MIAMI-DADE,LEISURE CITY K-8 CENTER,25.49846,-80.43380,1067,119,11,7,18,3,248,63,262,80
MIAMI-DADE,MADISON MIDDLE SCHOOL,25.85186,-80.25319,445,62,8,2,13,4,129,76,146,58
MIAMI-DADE,MANDARIN LAKES K-8 ACADEMY,25.50803,-80.39065,910,109,16,3,22,5,175,65,211,59
MIAMI-DADE,MARCUS A. MILAM K-8 CENTER,25.87835,-80.31615,895,139,37,6,39,11,307,76,336,107
MIAMI-DADE,MIAMI ARTS STUDIO 6-12 AT ZELDA GLAZER,25.74373,-80.43827,1564,94,44,23,50,20,1119,404,967,297
MIAMI-DADE,MIAMI BEACH FEINBERG/FISHER K-8,25.78607,-80.13232,869,138,25,22,30,11,203,66,235,77
MIAMI-DADE,MIAMI BEACH NAUTILUS MIDDLE SCHOOL,25.81582,-80.13485,1032,84,17,3,15,5,568,207,529,184
MIAMI-DADE,MIAMI BEACH SENIOR HIGH SCHOOL,25.79911,-80.13393,2340,195,27,17,18,14,595,339,264,231
MIAMI-DADE,MIAMI CAROL CITY SENIOR HIGH,25.94237,-80.25713,963,128,5,8,3,11,110,114,71,103
MIAMI-DADE,MIAMI CENTRAL SENIOR HIGH SCHOOL,25.86338,-80.22813,1648,208,7,13,25,15,154,161,184,193
MIAMI-DADE,MIAMI CORAL PARK SENIOR HIGH,25.75562,-80.34046,2451,312,42,26,33,28,492,322,321,260
MIAMI-DADE,MIAMI EDISON SENIOR HIGH SCHOOL,25.83171,-80.20472,740,98,6,12,15,3,48,83,95,63
MIAMI-DADE,MIAMI JACKSON SENIOR HIGH SCHOOL,25.81028,-80.22505,1517,152,5,7,9,9,141,110,140,140
MIAMI-DADE,MIAMI KILLIAN SENIOR HIGH SCHOOL,25.67024,-80.34965,1627,280,28,25,22,23,263,266,218,184
MIAMI-DADE,MIAMI LAKES EDUCATIONAL CENTER,25.91693,-80.29408,1224,73,11,9,16,10,408,253,217,143
MIAMI-DADE,MIAMI LAKES K-8 CENTER,25.89488,-80.30747,1290,105,18,9,29,6,521,93,556,175
MIAMI-DADE,MIAMI LAKES MIDDLE SCHOOL,25.91829,-80.30565,1313,108,35,14,33,7,934,339,909,237
MIAMI-DADE,MIAMI NORTHWESTERN SENIOR HIGH,25.83837,-80.21372,1498,185,36,8,24,30,237,148,120,224
MIAMI-DADE,MIAMI PALMETTO SENIOR HIGH SCHOOL,25.66024,-80.31632,2779,305,43,31,30,31,888,474,499,444
MIAMI-DADE,MIAMI SENIOR HIGH SCHOOL,25.77047,-80.23586,2845,290,31,48,37,28,573,475,551,402
MIAMI-DADE,MIAMI SOUTHRIDGE SENIOR HIGH,25.58636,-80.37565,1883,387,40,22,40,30,204,192,241,218
MIAMI-DADE,MIAMI SPRINGS MIDDLE SCHOOL,25.81415,-80.27409,832,124,14,15,14,7,255,131,243,90
MIAMI-DADE,MIAMI SPRINGS SENIOR HIGH SCHOOL,25.83069,-80.29506,1468,148,17,5,10,7,295,160,184,151
MIAMI-DADE,MIAMI SUNSET SENIOR HIGH SCHOOL,25.70162,-80.40518,1292,187,19,19,25,11,230,196,196,153
MIAMI-DADE,NORLAND MIDDLE SCHOOL,25.95158,-80.22246,877,67,4,4,3,0,269,144,264,114
MIAMI-DADE,NORMAN S. EDELCUP/SUNNY ISLES BEACH K-8,25.94497,-80.12324,2097,113,34,9,47,5,985,175,1122,309
MIAMI-DADE,NORTH DADE MIDDLE SCHOOL,25.91662,-80.23117,489,48,5,1,8,3,114,84,100,52
MIAMI-DADE,NORTH MIAMI BEACH SENIOR HIGH,25.93071,-80.17529,1441,176,21,11,20,24,224,147,130,164
MIAMI-DADE,NORTH MIAMI MIDDLE SCHOOL,25.90050,-80.18285,910,93,31,14,30,13,292,181,292,161
MIAMI-DADE,NORTH MIAMI SENIOR HIGH SCHOOL,25.89693,-80.18415,2343,207,20,14,12,17,368,283,195,233
MIAMI-DADE,PALM SPRINGS MIDDLE SCHOOL,25.87360,-80.30476,926,252,100,51,112,28,381,205,378,145
MIAMI-DADE,PALMETTO MIDDLE SCHOOL,25.65415,-80.31362,1031,138,36,19,39,14,670,268,707,178
MIAMI-DADE,PAUL W. BELL MIDDLE SCHOOL,25.76847,-80.38804,431,83,19,8,16,7,216,69,210,81
MIAMI-DADE,PONCE DE LEON MIDDLE SCHOOL,25.71606,-80.27241,1235,138,35,17,37,10,728,281,678,214
MIAMI-DADE,REDLAND MIDDLE SCHOOL,25.53722,-80.45214,497,97,8,6,3,2,147,79,123,48
MIAMI-DADE,RICHMOND HEIGHTS MIDDLE SCHOOL,25.62979,-80.35937,448,74,18,14,16,2,203,100,183,65
MIAMI-DADE,RIVIERA MIDDLE SCHOOL,25.72374,-80.36239,501,109,43,18,42,18,283,99,258,69
MIAMI-DADE,ROBERT MORGAN EDUCATIONAL CENTER,25.59983,-80.39052,2088,227,34,17,29,18,670,339,437,341
MIAMI-DADE,ROCKWAY MIDDLE SCHOOL,25.74296,-80.34732,1152,170,55,27,55,13,723,255,685,183
MIAMI-DADE,RUBEN DARIO MIDDLE SCHOOL,25.77172,-80.35448,582,68,27,15,21,10,259,108,240,70
MIAMI-DADE,SHENANDOAH MIDDLE SCHOOL,25.75367,-80.22719,1303,119,26,23,22,2,594,259,439,125
MIAMI-DADE,SOUTH DADE MIDDLE SCHOOL,25.49623,-80.50746,1286,228,93,20,101,35,511,149,606,182
MIAMI-DADE,SOUTH DADE SENIOR HIGH SCHOOL,25.50090,-80.46080,2964,386,37,38,44,32,485,448,493,382
MIAMI-DADE,SOUTH MIAMI MIDDLE SCHOOL,25.71335,-80.30354,871,67,23,8,21,7,644,243,601,207
MIAMI-DADE,SOUTH MIAMI SENIOR HIGH SCHOOL,25.72078,-80.30523,1950,234,29,18,27,23,305,259,249,186
MIAMI-DADE,SOUTHWEST MIAMI SENIOR HIGH,25.72193,-80.33880,2460,377,48,29,40,39,524,356,358,319
MIAMI-DADE,SOUTHWOOD MIDDLE SCHOOL,25.61927,-80.32174,1324,163,32,18,41,7,912,326,900,332
MIAMI-DADE,THOMAS JEFFERSON MIDDLE SCHOOL,25.91038,-80.20861,320,115,58,20,63,19,120,65,160,49
MIAMI-DADE,W. R. THOMAS MIDDLE SCHOOL,25.74472,-80.40560,1076,159,34,11,46,21,619,230,615,277
MIAMI-DADE,WEST MIAMI MIDDLE SCHOOL,25.74939,-80.31801,672,84,24,9,23,8,288,127,235,78
MIAMI-DADE,WESTLAND HIALEAH SENIOR HIGH SCHOOL,25.85791,-80.31955,1619,95,13,7,11,8,273,197,263,185
MIAMI-DADE,WINSTON PARK K-8 CENTER,25.69513,-80.40668,1433,145,41,22,53,10,672,162,791,178
DESOTO,DESOTO COUNTY HIGH SCHOOL,27.22266,-81.83900,1292,150,13,8,13,7,177,150,148,133
DESOTO,DESOTO MIDDLE SCHOOL,27.22324,-81.85057,1031,124,19,13,21,7,334,154,349,97
DIXIE,RUTH RAINS MIDDLE SCHOOL,29.62155,-83.13032,465,98,19,11,19,5,201,99,188,47
DUVAL,A. PHILIP RANDOLPH ACADEMIES,30.36759,-81.67690,503,96,8,3,6,4,48,35,33,21
DUVAL,ALFRED I. DUPONT MIDDLE SCHOOL,30.25056,-81.63196,880,157,10,14,21,4,225,137,307,84
DUVAL,ANDREW JACKSON HIGH SCHOOL,30.36322,-81.65563,659,86,7,4,8,6,125,50,140,110
DUVAL,ARLINGTON MIDDLE SCHOOL,30.33772,-81.57059,740,153,13,14,26,6,176,113,214,73
DUVAL,ATLANTIC COAST HIGH SCHOOL,30.20378,-81.50605,2269,323,55,20,71,54,536,353,403,333
DUVAL,BALDWIN MIDDLE-SENIOR HIGH SCHOOL,30.30417,-81.97921,1241,158,22,26,36,10,340,212,393,146
DUVAL,DARNELL COOKMAN MIDDLE/HIGH SCHOOL,30.34591,-81.66618,1117,42,17,14,14,6,753,294,635,259
DUVAL,DOUGLAS ANDERSON SCHOOL OF THE ARTS,30.30007,-81.63867,1192,69,26,10,16,23,518,281,311,302
DUVAL,DUNCAN U. FLETCHER HIGH SCHOOL,30.30877,-81.40220,2146,215,20,36,27,40,655,405,376,467
DUVAL,DUNCAN U. FLETCHER MIDDLE SCHOOL,30.30653,-81.39791,1324,179,49,29,84,13,830,432,977,273
DUVAL,EDWARD H. WHITE HIGH SCHOOL,30.29297,-81.76940,1463,297,31,27,40,24,221,165,187,141
DUVAL,ENGLEWOOD HIGH SCHOOL,30.27744,-81.61190,1851,237,12,18,16,14,239,195,211,147
DUVAL,FIRST COAST HIGH SCHOOL,30.48445,-81.60844,2077,246,20,21,28,22,354,323,350,230
DUVAL,FORT CAROLINE MIDDLE SCHOOL,30.36887,-81.59572,754,86,8,6,10,3,292,166,264,87
DUVAL,FRANK H. PETERSON ACADEMIES,30.26559,-81.76961,1219,187,16,13,11,10,223,190,182,136
DUVAL,HIGHLANDS MIDDLE SCHOOL,30.43435,-81.68142,906,129,25,12,19,4,240,111,255,64
DUVAL,J. E. B. STUART MIDDLE SCHOOL,30.25481,-81.73773,692,103,14,4,16,5,167,89,220,62
DUVAL,JAMES WELDON JOHNSON COLLEGE PREPARTORY MIDDLE SCHOOL,30.34331,-81.72420,969,40,24,13,27,7,803,290,846,253
DUVAL,JEAN RIBAULT HIGH SCHOOL,30.38963,-81.70692,1383,227,46,10,53,23,194,97,221,131
DUVAL,JEAN RIBAULT MIDDLE SCHOOL,30.39153,-81.71112,777,168,48,19,68,9,188,62,273,32
DUVAL,JEFFERSON DAVIS MIDDLE SCHOOL,30.25442,-81.76067,1000,166,15,33,34,11,195,254,253,59
DUVAL,JOSEPH STILWELL MIDDLE SCHOOL,30.30782,-81.77822,801,194,44,33,60,11,260,151,327,75
DUVAL,JULIA LANDON COLLEGE PREPARATORY & LEADERSHIP DEVELOPMENT SCHOOL,30.30682,-81.65256,762,53,21,18,33,5,636,233,675,223
DUVAL,KERNAN MIDDLE SCHOOL,30.30430,-81.48629,1164,265,93,51,103,37,617,371,648,226
DUVAL,KIRBY-SMITH MIDDLE SCHOOL,30.34912,-81.65253,833,63,20,20,35,5,521,162,596,183
